2023-11-02 11:26:44;01046200326515282151N(rM93M6nW14;4620032651528;Мороженое пломбир ванильный во взбитой шоколадной глазури;base1;igla1
2023-11-02 11:26:46;01046200326515282151N(rM93M6nW22;4620032651528;Мороженое пломбир ванильный во взбитой шоколадной глазури;base1;igla1
2023-11-02 11:26:47;01046200326515282151N(rM93M6nW124;4620032651528;Мороженое пломбир ванильный во взбитой шоколадной глазури;base1;igla1
2023-11-02 11:26:49;01046200326515282151N(rM93M6nW123;4620032651528;Мороженое пломбир ванильный во взбитой шоколадной глазури;base1;igla1
2023-11-02 11:26:51;01046200326515282151N(rM93M6nW29;4620032651528;Мороженое пломбир ванильный во взбитой шоколадной глазури;base1;igla1
2023-11-02 11:26:56;01046200326515282151N(rM93M6nW75;4620032651528;Мороженое пломбир ванильный во взбитой шоколадной глазури;base1;igla1
2023-11-02 11:26:57;01046200326515282151N(rM93M6nW25;4620032651528;Мороженое пломбир ванильный во взбитой шоколадной глазури;base1;igla1
2023-11-02 11:27:01;01046200326515282151N(rM93M6nW32;4620032651528;Мороженое пломбир ванильный во взбитой шоколадной глазури;base1;igla1
2023-11-02 11:27:02;01046200326515282151N(rM93M6nW17;4620032651528;Мороженое пломбир ванильный во взбитой шоколадной глазури;base1;igla1
2023-11-02 11:27:04;01046200326515282151N(rM93M6nW30;4620032651528;Мороженое пломбир ванильный во взбитой шоколадной глазури;base1;igla1
2023-11-02 11:32:49;01046200326515282151N(rM93M6nW106;4620032651528;Мороженое пломбир ванильный во взбитой шоколадной глазури;base1;igla1
2023-11-02 11:33:00;01046200326515282151N(rM93M6nW109;4620032651528;Мороженое пломбир ванильный во взбитой шоколадной глазури;base1;igla1
2023-11-02 11:33:01;01046200326515282151N(rM93M6nW99;4620032651528;Мороженое пломбир ванильный во взбитой шоколадной глазури;base1;igla1
2023-11-02 11:33:19;01046200326515282151N(rM93M6nW6;4620032651528;Мороженое пломбир ванильный во взбитой шоколадной глазури;base1;igla1
2023-11-02 11:33:21;"01046200326515282151N(rM93M6nW8701046200326515282151N(rM93M6nW30";4620032651528;Мороженое пломбир ванильный во взбитой шоколадной глазури;base1;igla1
2023-11-02 11:33:24;01046200326515282151N(rM93M6nW19;4620032651528;Мороженое пломбир ванильный во взбитой шоколадной глазури;base1;igla1
2023-11-02 11:33:26;01046200326515282151N(rM93M6nW16;4620032651528;Мороженое пломбир ванильный во взбитой шоколадной глазури;base1;igla1
2023-11-02 11:33:31;01046200326515282151N(rM93M6nW117;4620032651528;Мороженое пломбир ванильный во взбитой шоколадной глазури;base1;igla1
2023-11-02 11:33:33;01046200326515282151N(rM93M6nW49;4620032651528;Мороженое пломбир ванильный во взбитой шоколадной глазури;base1;igla1
2023-11-02 11:33:37;01046200326515282151N(rM93M6nW9;4620032651528;Мороженое пломбир ванильный во взбитой шоколадной глазури;base1;igla1
2023-11-02 11:51:19;01046200326515282151N(rM93M6nW0;4620032651528;Мороженое пломбир ванильный во взбитой шоколадной глазури;base1;igla1
2023-11-02 11:51:25;01046200326515282151N(rM93M6nW81;4620032651528;Мороженое пломбир ванильный во взбитой шоколадной глазури;base1;igla1
2023-11-02 11:51:27;01046200326515282151N(rM93M6nW12;4620032651528;Мороженое пломбир ванильный во взбитой шоколадной глазури;base1;igla1
2023-11-02 11:51:28;01046200326515282151N(rM93M6nW42;4620032651528;Мороженое пломбир ванильный во взбитой шоколадной глазури;base1;igla1
2023-11-02 12:01:16;01046200326515282151N(rM93M6nW3;4620032651528;Мороженое пломбир ванильный во взбитой шоколадной глазури;base1;igla1
